,race,gender,age_group,workclass,education_years,occupation,income_before,income_after,x,y,cluster,income_after_onehot,income_before_onehot
18648,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
40004,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.21314252110923385,-0.24431719713960387,0,1,0
10017,White,Female,20,Private,14,Exec-managerial,<=50K,>50K,-0.25313940688046627,0.3841267805584722,1,1,0
44464,Non-White,Female,30,Private,13,Exec-managerial,<=50K,>50K,-0.2632520170710868,0.09433095604681037,1,1,0
9565,White,Male,30,Private,15,Prof-specialty,>50K,>50K,-0.5647994990278291,1.0310785453168805,1,1,1
557,White,Male,50,Private,13,Prof-specialty,>50K,>50K,-0.48118127237021646,0.6460329977534894,1,1,1
10196,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379006448666,-0.49059990547951765,0,1,0
38516,White,Female,40,Private,13,Prof-specialty,<=50K,>50K,-0.4007951008179055,0.5966198173491721,1,1,0
21521,White,Female,30,Local-gov,14,Prof-specialty,<=50K,>50K,-0.5459861978356012,1.1896251046364406,1,1,0
10525,Non-White,Male,30,Private,14,Exec-managerial,>50K,>50K,-0.44520251288476825,0.46593472995300533,1,1,1
25058,White,Female,50,Private,9,Prof-specialty,<=50K,>50K,-0.22462347835936503,0.24827800707953365,1,1,0
1030,White,Male,20,Private,11,Tech-support,<=50K,>50K,-0.18519615512100582,-0.2277877688936006,0,1,0
43539,White,Male,30,Self-emp-not-inc,10,Craft-repair,<=50K,>50K,-0.24406790657208893,0.022933646223227275,0,1,0
1532,White,Female,40,Private,11,Prof-specialty,<=50K,>50K,-0.3443499709733413,0.42631181952274677,1,1,0
42812,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.22189965861605165,-0.34006113881915706,0,1,0
33834,White,Male,30,Local-gov,10,Protective-serv,<=50K,>50K,-0.34168075192510694,0.4548050356042095,1,1,0
18792,White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.4242547879347475,0.3760417357307835,1,1,1
41593,Non-White,Male,20,Self-emp-inc,13,Exec-managerial,<=50K,>50K,-0.3616111674380847,0.48203817427581297,1,1,0
32292,White,Male,40,Private,9,Machine-op-inspct,<=50K,>50K,-0.1897458141650884,-0.36925588725158753,0,1,0
2158,Non-White,Male,50,State-gov,13,Prof-specialty,<=50K,>50K,-0.5451858159407023,0.9914325469384179,1,1,0
12140,White,Female,30,Private,14,Exec-managerial,>50K,>50K,-0.3875917549357857,0.5018750540520368,1,1,1
2108,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
41556,White,Male,40,Private,15,Prof-specialty,>50K,>50K,-0.5893415231284309,1.1524225635448107,1,1,1
28448,White,Female,30,Self-emp-not-inc,13,Prof-specialty,>50K,>50K,-0.43670982407007203,0.7818931172374568,1,1,1
10396,White,Male,60,Self-emp-not-inc,12,Sales,>50K,>50K,-0.02617127600938279,0.3486471979837869,1,1,1
22839,White,Male,60,Private,11,Tech-support,>50K,>50K,-0.05402974148830072,0.1007043604429572,0,1,1
12626,White,Male,30,Private,13,Adm-clerical,<=50K,>50K,-0.30340822167172243,-0.06530462958659852,0,1,0
40987,White,Male,50,Private,14,Exec-managerial,>50K,>50K,-0.4925199505886984,0.6726322526842843,1,1,1
38962,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
42019,White,Male,60,Private,14,Exec-managerial,>50K,>50K,-0.23565832640749174,0.7876321668477243,1,1,1
977,White,Male,40,Private,9,Sales,<=50K,>50K,-0.20922500739649258,-0.20228015145255498,0,1,0
44656,White,Male,30,Federal-gov,9,Adm-clerical,<=50K,>50K,-0.2378325165432405,-0.16934765776552152,0,1,0
46728,White,Male,40,Federal-gov,14,Handlers-cleaners,>50K,>50K,-0.4460396163759508,0.4336867689932191,1,1,1
34019,White,Male,60,Private,13,Other-service,<=50K,>50K,0.03913749681108677,0.03447486965025674,0,1,0
23175,White,Male,60,Private,9,Prof-specialty,>50K,>50K,-0.08144718733788893,0.4382911781956679,1,1,1
28836,White,Female,40,Private,16,Prof-specialty,<=50K,>50K,-0.5210695930036783,1.094997957983213,1,1,0
35700,White,Male,50,Private,9,Sales,<=50K,>50K,-0.17592584578907303,-0.2278802280009319,0,1,0
8352,White,Male,40,Federal-gov,10,Adm-clerical,>50K,>50K,-0.22408604124711123,0.0083738273885782,0,1,1
25582,White,Female,40,Private,10,Exec-managerial,<=50K,>50K,-0.1627076561345846,0.060264288531374235,0,1,0
29628,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
2974,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
25735,White,Female,30,Self-emp-not-inc,13,Prof-specialty,>50K,>50K,-0.43670982407007203,0.7818931172374568,1,1,1
33182,Non-White,Male,40,Private,11,Other-service,>50K,>50K,-0.1385035839222273,-0.33618654684295746,0,1,1
7533,White,Male,60,Unknown,10,Unknown,<=50K,>50K,2.175476741810513,0.9811050978376208,2,1,0
17230,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
18228,Non-White,Male,30,Private,13,Prof-specialty,<=50K,>50K,-0.4338638346662863,0.43933547502221054,1,1,0
20602,White,Male,50,Local-gov,9,Protective-serv,<=50K,>50K,-0.3712121138150201,0.4941715103575931,1,1,0
16076,White,Female,30,Private,13,Exec-managerial,<=50K,>50K,-0.3193265922818348,0.20528453709853609,1,1,0
4039,White,Male,30,Private,14,Sales,>50K,>50K,-0.3958206068009626,0.29570808099427726,1,1,1
19089,White,Male,20,Private,13,Sales,<=50K,>50K,-0.19310309609169238,-0.11863070945278816,0,1,0
27920,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.21314252110923385,-0.24431719713960387,0,1,0
37973,White,Male,20,Private,13,Sales,<=50K,>50K,-0.19310309609169238,-0.11863070945278816,0,1,0
12224,White,Male,40,Self-emp-not-inc,9,Craft-repair,<=50K,>50K,-0.3068984300694217,0.08790019752498779,1,1,0
29345,White,Male,30,Private,10,Craft-repair,<=50K,>50K,-0.18361115921932064,-0.28368367189298743,0,1,0
13652,White,Male,50,Private,9,Sales,<=50K,>50K,-0.17592584578907303,-0.2278802280009319,0,1,0
32739,White,Male,30,Private,10,Craft-repair,<=50K,>50K,-0.18361115921932064,-0.28368367189298743,0,1,0
10955,White,Female,40,Local-gov,14,Prof-specialty,<=50K,>50K,-0.5705282219362029,1.3109691228643707,1,1,0
46024,White,Male,20,Private,14,Prof-specialty,<=50K,>50K,-0.4237512244756658,0.7291312995338725,1,1,0
8570,White,Male,40,Self-emp-inc,13,Sales,>50K,>50K,-0.47122363351020013,0.5509038170385797,1,1,1
21504,White,Female,40,Self-emp-inc,13,Adm-clerical,>50K,>50K,-0.3333910778751803,0.4114683664585105,1,1,1
36715,White,Female,70,Private,13,Exec-managerial,<=50K,>50K,0.15361881359244023,0.5926871482777416,1,1,0
32014,White,Male,50,Private,7,Craft-repair,<=50K,>50K,0.011216522509498342,-0.39551510316785854,0,1,0
11577,White,Female,50,Private,13,Exec-managerial,<=50K,>50K,-0.31056945477501696,0.3010284787780893,1,1,0
10262,White,Male,30,Self-emp-not-inc,9,Exec-managerial,<=50K,>50K,-0.3505962119432127,0.26417337844618344,1,1,0
16084,White,Female,30,Private,14,Sales,<=50K,>50K,-0.28213527364123203,0.22069482404158305,1,1,0
45945,White,Female,60,Unknown,13,Unknown,<=50K,>50K,2.108001114722392,1.1724561076800186,2,1,0
30969,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.22189965861605165,-0.34006113881915706,0,1,0
4844,White,Male,20,Private,13,Sales,<=50K,>50K,-0.19310309609169238,-0.11863070945278816,0,1,0
45411,Non-White,Male,50,Private,10,Craft-repair,<=50K,>50K,-0.11877944650175487,-0.29889331126516,0,1,0
28723,White,Male,30,Private,10,Transport-moving,<=50K,>50K,-0.15703428428304125,-0.3087513987369591,0,1,0
47317,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
2493,White,Female,50,Unknown,9,Unknown,<=50K,>50K,1.9940119513923058,0.734714459795317,2,1,0
20079,White,Male,30,Federal-gov,15,Prof-specialty,>50K,>50K,-0.6420962547504682,1.249777250859219,1,1,1
16800,White,Male,40,Private,10,Machine-op-inspct,<=50K,>50K,-0.1514573147683574,-0.31287842032541796,0,1,0
39769,Non-White,Male,40,Private,10,Transport-moving,<=50K,>50K,-0.125501733172895,-0.2983609615607547,0,1,0
8478,White,Male,20,Private,13,Prof-specialty,<=50K,>50K,-0.35548606182171494,0.4325407825803716,1,1,0
46293,White,Male,50,Federal-gov,9,Exec-managerial,>50K,>50K,-0.35867908280626565,0.27199870755186045,1,1,1
45153,White,Male,40,Private,9,Transport-moving,<=50K,>50K,-0.219864807780374,-0.2437848474351986,0,1,0
46660,White,Female,40,Private,9,Exec-managerial,<=50K,>50K,-0.20099615553131558,0.00388682160520462,0,1,0
17742,White,Male,30,Private,10,Craft-repair,<=50K,>50K,-0.18361115921932064,-0.28368367189298743,0,1,0
11912,White,Male,30,Local-gov,14,Exec-managerial,>50K,>50K,-0.6027450465598628,0.9946470995664287,1,1,1
35481,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379006448666,-0.49059990547951765,0,1,0
29094,White,Female,30,Private,14,Prof-specialty,<=50K,>50K,-0.4445182393712546,0.7718663160747429,1,1,0
21884,White,Male,30,Private,14,Craft-repair,<=50K,>50K,-0.43303728212112347,0.27927111185560527,1,1,0
8929,White,Male,40,Private,2,Adm-clerical,<=50K,>50K,-0.09889359625590938,-0.3450376646249228,0,1,0
18115,Non-White,Male,40,Private,13,Adm-clerical,<=50K,>50K,-0.2718756705615762,-0.05491419241039411,0,1,0
45383,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
31349,White,Male,40,Private,11,Prof-specialty,<=50K,>50K,-0.4580353041330719,0.501325076475441,1,1,0
33638,White,Female,40,Local-gov,11,Adm-clerical,<=50K,>50K,-0.259287741232376,0.22847692242390974,1,1,0
26391,White,Male,40,Private,9,Sales,<=50K,>50K,-0.20922500739649258,-0.20228015145255498,0,1,0
42966,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.21314252110923385,-0.24431719713960387,0,1,0
5827,White,Male,60,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.35963748469257295,1.5484397192760884,1,1,1
47873,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.21314252110923385,-0.24431719713960387,0,1,0
40714,White,Male,50,Private,9,Machine-op-inspct,<=50K,>50K,-0.15644665255766885,-0.39485596379996446,0,1,0
19590,Non-White,Male,40,Local-gov,10,Protective-serv,>50K,>50K,-0.3101482008149607,0.46519547278041395,1,1,1
8931,White,Male,40,Private,9,Craft-repair,<=50K,>50K,-0.2464416827166534,-0.21871712059122694,0,1,0
17648,White,Female,40,Private,14,Other-service,<=50K,>50K,-0.20560311847175972,0.1666522920360002,1,1,0
11323,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.22189965861605165,-0.34006113881915706,0,1,0
37811,White,Male,60,Private,7,Other-service,<=50K,>50K,0.4063690012809399,-0.43946477009925955,0,1,0
37130,White,Female,60,Self-emp-not-inc,12,Exec-managerial,<=50K,>50K,-0.017942424144205833,0.5548141710415464,1,1,0
15323,Non-White,Male,40,Local-gov,12,Protective-serv,>50K,>50K,-0.3950870072604398,0.5637281995593083,1,1,1
2912,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
46561,Non-White,Male,50,Federal-gov,10,Adm-clerical,<=50K,>50K,-0.13471230442894372,-0.12817983021152443,0,1,0
28610,White,Male,40,Private,9,Sales,<=50K,>50K,-0.20922500739649258,-0.20228015145255498,0,1,0
26561,White,Female,30,Private,10,Prof-specialty,<=50K,>50K,-0.19509211646945185,0.20891153232615006,1,1,0
37305,White,Female,30,Private,11,Tech-support,<=50K,>50K,-0.20596317001659462,-0.18505275235273017,0,1,0
48511,White,Male,50,Private,13,Prof-specialty,>50K,>50K,-0.48118127237021646,0.6460329977534894,1,1,1
27059,White,Female,40,Local-gov,10,Adm-clerical,<=50K,>50K,-0.13457191082908823,0.13242065345524315,1,1,0
5853,White,Male,50,Self-emp-not-inc,9,Craft-repair,<=50K,>50K,-0.27359926846200217,0.06230012097661087,0,1,0
37084,White,Female,50,Private,13,Exec-managerial,<=50K,>50K,-0.31056945477501696,0.3010284787780893,1,1,0
9046,White,Female,30,Private,13,Sales,<=50K,>50K,-0.21387011098728118,-0.07589569291191771,0,1,0
21053,White,Male,30,Self-emp-not-inc,13,Craft-repair,<=50K,>50K,-0.4252288668199409,0.28929791301831925,1,1,0
39006,White,Female,30,Private,15,Prof-specialty,>50K,>50K,-0.45111416586809855,0.9560652883641862,1,1,1
11033,White,Male,40,Self-emp-not-inc,13,Sales,>50K,>50K,-0.41255421560038175,0.42707890038492136,1,1,1
43391,White,Male,30,Local-gov,9,Exec-managerial,<=50K,>50K,-0.391607423054791,0.3753148488916664,1,1,0
25453,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.22189965861605165,-0.34006113881915706,0,1,0
5400,White,Male,40,Self-emp-not-inc,10,Craft-repair,<=50K,>50K,-0.2686099306726907,0.14427766445115742,1,1,0
31411,Non-White,Male,30,Self-emp-not-inc,13,Exec-managerial,<=50K,>50K,-0.43739409758358566,0.47596153111571926,1,1,0
20384,White,Male,40,Private,10,Transport-moving,<=50K,>50K,-0.181576308383643,-0.18740738050902897,0,1,0
47027,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.22189965861605165,-0.34006113881915706,0,1,0
21132,Non-White,Female,40,Local-gov,13,Prof-specialty,<=50K,>50K,-0.4461884840715041,0.9034250248591441,1,1,0
3075,White,Male,40,Private,12,Craft-repair,<=50K,>50K,-0.2930919897654016,-0.0638069268861629,0,1,0
3495,White,Male,90,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.32522440817118986,1.5315606540719309,1,1,1
7241,White,Male,60,Private,9,Transport-moving,<=50K,>50K,0.07029597800825223,-0.15438500982013553,0,1,0
40205,White,Male,50,State-gov,14,Exec-managerial,>50K,>50K,-0.6125990693699321,1.1289853829209384,1,1,1
33902,White,Male,60,Unknown,10,Unknown,<=50K,>50K,2.175476741810513,0.9811050978376208,2,1,0
22027,White,Male,50,Self-emp-not-inc,14,Prof-specialty,>50K,>50K,-0.6099031823769356,1.249240832823205,1,1,1
22216,White,Male,30,Local-gov,10,Craft-repair,<=50K,>50K,-0.2850791176836672,0.13407511666871022,1,1,0
31400,White,Male,30,Self-emp-not-inc,16,Prof-specialty,>50K,>50K,-0.6706696494155754,1.3552845148241917,1,1,1
7991,Non-White,Male,40,Private,10,Transport-moving,<=50K,>50K,-0.125501733172895,-0.2983609615607547,0,1,0
1911,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379006448666,-0.49059990547951765,0,1,0
22494,White,Female,50,Local-gov,14,Prof-specialty,<=50K,>50K,-0.5372290603287834,1.2853690463159937,1,1,0
43420,Non-White,Male,20,Self-emp-inc,8,Sales,<=50K,>50K,0.06963499257839334,-0.2763599590662695,0,1,0
23241,Non-White,Male,30,Private,10,Craft-repair,<=50K,>50K,-0.12753658400857268,-0.3946372529447132,0,1,0
10370,White,Female,50,Private,13,Prof-specialty,<=50K,>50K,-0.36749593921048596,0.5710197408007952,1,1,0
13899,White,Male,30,Self-emp-not-inc,11,Farming-fishing,>50K,>50K,-0.335293602701256,0.28388485851225764,1,1,1
45481,White,Female,50,Private,13,Prof-specialty,<=50K,>50K,-0.36749593921048596,0.5710197408007952,1,1,0
11284,White,Male,50,Self-emp-not-inc,11,Craft-repair,<=50K,>50K,-0.3600265994685589,0.21473385687144708,1,1,0
21862,Non-White,Male,30,Self-emp-not-inc,10,Sales,>50K,>50K,-0.15077665604118015,-0.0715829656898265,0,1,1
25612,White,Male,40,Private,14,Exec-managerial,>50K,>50K,-0.525819112196118,0.6982323292326612,1,1,1
27193,Non-White,Male,40,Private,9,Transport-moving,<=50K,>50K,-0.16379023256962602,-0.3547384284869243,0,1,0
39703,White,Male,80,Self-emp-inc,6,Farming-fishing,<=50K,>50K,0.04320098664658063,0.21161861523941713,1,1,0
106,White,Male,40,Local-gov,9,Protective-serv,>50K,>50K,-0.40451127542243964,0.51977158690597,1,1,1
16430,White,Male,50,Unknown,9,Unknown,<=50K,>50K,1.8803266182325753,0.8097277167480113,2,1,0
24957,Non-White,Male,30,Private,11,Prof-specialty,>50K,>50K,-0.3774187048217222,0.2690274771957851,1,1,1
22095,White,Male,40,Self-emp-not-inc,6,Farming-fishing,<=50K,>50K,-0.09238686305266497,0.18154141687036315,1,1,0
33943,White,Male,40,Local-gov,14,Exec-managerial,>50K,>50K,-0.6272870706604645,1.1159911177943589,1,1,1
46234,White,Male,30,Private,9,Tech-support,<=50K,>50K,-0.23322117216976843,-0.26247323129487216,0,1,0
40763,White,Female,30,Private,11,Prof-specialty,<=50K,>50K,-0.3198079468727396,0.30496780129481665,1,1,0
684,White,Male,30,Private,9,Transport-moving,<=50K,>50K,-0.19532278367977227,-0.3651288656631287,0,1,0
42682,White,Male,60,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.41830690260239134,1.6722646359297466,1,1,1
41557,White,Male,40,Private,10,Machine-op-inspct,<=50K,>50K,-0.1514573147683574,-0.31287842032541796,0,1,0
30373,White,Male,30,Private,10,Machine-op-inspct,<=50K,>50K,-0.12691529066775564,-0.4342224385533481,0,1,0
34577,White,Female,30,Private,13,Exec-managerial,<=50K,>50K,-0.3193265922818348,0.20528453709853609,1,1,0
25076,White,Female,40,Local-gov,13,Prof-specialty,<=50K,>50K,-0.502263059282252,1.01437860591087,1,1,0
43087,White,Male,40,Private,13,Transport-moving,<=50K,>50K,-0.3627372686314949,0.078956886286063,1,1,0
40103,White,Male,20,Private,13,Sales,<=50K,>50K,-0.19310309609169238,-0.11863070945278816,0,1,0
44075,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.22189965861605165,-0.34006113881915706,0,1,0
8870,White,Male,40,Federal-gov,9,Craft-repair,<=50K,>50K,-0.3237384384392924,-1.841504888835543e-05,0,1,0
45681,White,Male,50,Private,10,Transport-moving,<=50K,>50K,-0.14827714677622345,-0.2130074570574059,0,1,0
1768,White,Male,40,State-gov,14,Exec-managerial,>50K,>50K,-0.6458982309773517,1.1545854594693152,1,1,1
4542,Non-White,Male,50,State-gov,13,Prof-specialty,<=50K,>50K,-0.5451858159407023,0.9914325469384179,1,1,0
30110,White,Male,50,Private,9,Machine-op-inspct,<=50K,>50K,-0.15644665255766885,-0.39485596379996446,0,1,0
39205,White,Male,40,Self-emp-not-inc,9,Craft-repair,<=50K,>50K,-0.3068984300694217,0.08790019752498779,1,1,0
16587,Non-White,Male,30,Private,14,Exec-managerial,>50K,>50K,-0.44520251288476825,0.46593472995300533,1,1,1
10354,White,Female,40,Private,9,Transport-moving,<=50K,>50K,-0.10617947462064341,-0.3187981043878928,0,1,0
12803,White,Male,40,Private,9,Craft-repair,<=50K,>50K,-0.2464416827166534,-0.21871712059122694,0,1,0
37001,White,Male,30,Private,9,Transport-moving,<=50K,>50K,-0.19532278367977227,-0.3651288656631287,0,1,0
37554,White,Female,30,Private,13,Prof-specialty,<=50K,>50K,-0.37625307671730374,0.47527579912124207,1,1,0
29364,White,Male,30,Private,9,Exec-managerial,<=50K,>50K,-0.29013946459044443,-0.042443939670031294,0,1,0
46442,White,Male,30,Private,10,Machine-op-inspct,<=50K,>50K,-0.12691529066775564,-0.4342224385533481,0,1,0
34842,White,Female,50,Private,14,Exec-managerial,>50K,>50K,-0.37883461742896785,0.59761899573159,1,1,1
12587,White,Male,40,Private,11,Craft-repair,<=50K,>50K,-0.3328690137232102,-0.06628338469639074,0,1,0
18539,White,Male,20,Private,11,Exec-managerial,<=50K,>50K,-0.24211444754168185,-0.007758477268759752,0,1,0
5462,White,Female,50,Self-emp-not-inc,9,Exec-managerial,>50K,>50K,-0.22815374127666438,0.2849040631730424,1,1,1
42471,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
12524,White,Female,40,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.594782355231287,1.5078515413619895,1,1,1
39061,White,Female,30,Private,11,Exec-managerial,<=50K,>50K,-0.2628814624372706,0.034976539272110696,0,1,0
2259,White,Male,40,Local-gov,14,Exec-managerial,>50K,>50K,-0.6272870706604645,1.1159911177943589,1,1,1
28900,White,Female,70,Self-emp-inc,13,Exec-managerial,<=50K,>50K,0.034492648329853555,1.0231293830476147,1,1,0
811,White,Male,30,Private,11,Tech-support,<=50K,>50K,-0.3196485031763252,-0.11003949540003599,0,1,0
25583,Non-White,Male,40,Private,6,Transport-moving,>50K,>50K,0.017231200173010018,-0.4259921524619127,0,1,1
5701,White,Female,30,Self-emp-inc,10,Adm-clerical,>50K,>50K,-0.1276880935267266,0.02376008143548836,0,1,1
8448,Non-White,Male,40,State-gov,14,Prof-specialty,>50K,>50K,-0.6467501402020727,1.3136231404402956,1,1,1
14480,White,Male,60,Private,9,Sales,<=50K,>50K,0.08093577839213364,-0.1128803138374919,0,1,0
3257,White,Male,40,State-gov,14,Prof-specialty,>50K,>50K,-0.7028247154128207,1.4245767214920213,1,1,1
17887,White,Female,30,Private,12,Prof-specialty,<=50K,>50K,-0.280030922914931,0.3074442591050445,1,1,0
23095,White,Male,30,Private,9,Prof-specialty,<=50K,>50K,-0.3470659490259134,0.22754732235267466,1,1,0
45202,White,Male,30,Federal-gov,10,Adm-clerical,<=50K,>50K,-0.1995440171465095,-0.1129701908393519,0,1,0
12908,White,Male,30,Private,10,Machine-op-inspct,<=50K,>50K,-0.12691529066775564,-0.4342224385533481,0,1,0
35588,White,Male,50,Self-emp-inc,13,Exec-managerial,>50K,>50K,-0.5433809531973343,0.8064839705006566,1,1,1
16133,White,Male,30,Self-emp-inc,9,Transport-moving,<=50K,>50K,-0.3144489489423589,0.06531336910674439,1,1,0
31115,White,Male,50,Private,16,Prof-specialty,>50K,>50K,-0.6014557645559893,1.1444111383875302,1,1,1
38562,White,Male,50,Local-gov,9,Transport-moving,<=50K,>50K,-0.288033604637301,0.14837386457812216,1,1,0
43892,White,Male,60,Private,9,Exec-managerial,>50K,>50K,-0.02452070290241997,0.1682999161729619,0,1,1
47499,White,Male,40,Private,15,Prof-specialty,>50K,>50K,-0.5893415231284309,1.1524225635448107,1,1,1
21607,White,Female,40,Private,14,Prof-specialty,<=50K,>50K,-0.4690602634718563,0.8932103343026729,1,1,0
41146,Non-White,Male,60,Private,5,Exec-managerial,<=50K,>50K,0.16138052684484866,0.028685757224397063,0,1,0
43632,White,Female,40,Private,13,Sales,<=50K,>50K,-0.2384121350878829,0.0454483253160124,0,1,0
39927,White,Female,50,Private,13,Exec-managerial,<=50K,>50K,-0.31056945477501696,0.3010284787780893,1,1,0
3006,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379006448666,-0.49059990547951765,0,1,0
22275,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
19880,White,Male,40,Self-emp-not-inc,10,Craft-repair,<=50K,>50K,-0.2686099306726907,0.14427766445115742,1,1,0
13115,White,Male,40,Self-emp-not-inc,13,Exec-managerial,<=50K,>50K,-0.5180106968949354,0.7082591303953751,1,1,0
15467,White,Male,50,Local-gov,9,Protective-serv,<=50K,>50K,-0.3712121138150201,0.4941715103575931,1,1,0
39680,White,Male,50,Private,9,Machine-op-inspct,<=50K,>50K,-0.15644665255766885,-0.39485596379996446,0,1,0
18349,Non-White,Male,50,Local-gov,10,Exec-managerial,>50K,>50K,-0.28848721094049423,0.41648267644566345,1,1,1
48452,White,Male,50,Private,16,Prof-specialty,>50K,>50K,-0.6014557645559893,1.1444111383875302,1,1,1
43085,White,Male,20,Private,11,Tech-support,<=50K,>50K,-0.18519615512100582,-0.2277877688936006,0,1,0
7243,White,Male,40,Private,9,Transport-moving,<=50K,>50K,-0.219864807780374,-0.2437848474351986,0,1,0
16736,White,Male,40,Private,12,Farming-fishing,<=50K,>50K,-0.25960185549128084,0.10108801643420084,1,1,0
36101,White,Male,30,Self-emp-inc,9,Craft-repair,>50K,>50K,-0.34102582387863833,0.09038109595071603,1,1,1
13599,White,Male,30,Private,11,Craft-repair,<=50K,>50K,-0.3083269896226084,-0.18762740292432087,0,1,0
29082,White,Female,40,Private,14,Exec-managerial,>50K,>50K,-0.41213377903638737,0.623219072279967,1,1,1
17180,White,Male,30,Private,9,Sales,<=50K,>50K,-0.18468298329589083,-0.3236241696804851,0,1,0
3107,White,Male,40,Private,11,Craft-repair,<=50K,>50K,-0.3328690137232102,-0.06628338469639074,0,1,0
16744,White,Male,40,Private,14,Exec-managerial,>50K,>50K,-0.525819112196118,0.6982323292326612,1,1,1
46840,White,Male,30,Private,10,Craft-repair,<=50K,>50K,-0.18361115921932064,-0.28368367189298743,0,1,0
5857,White,Male,30,State-gov,9,Exec-managerial,<=50K,>50K,-0.41021858337167816,0.41390919056662284,1,1,0
12323,White,Female,30,Private,13,Exec-managerial,<=50K,>50K,-0.3193265922818348,0.20528453709853609,1,1,0
44720,White,Male,20,Private,13,Prof-specialty,<=50K,>50K,-0.35548606182171494,0.4325407825803716,1,1,0
38762,White,Male,50,Self-emp-inc,12,Sales,>50K,>50K,-0.34170231810040785,0.35747220047400524,1,1,1
7423,Non-White,Male,30,Private,14,Prof-specialty,<=50K,>50K,-0.5021289973202372,0.7359259919757113,1,1,0
47748,White,Male,20,Private,13,Exec-managerial,<=50K,>50K,-0.298559577386246,0.16254952055766564,1,1,0
30147,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.21314252110923385,-0.24431719713960387,0,1,0
43767,White,Male,30,Private,10,Craft-repair,<=50K,>50K,-0.18361115921932064,-0.28368367189298743,0,1,0
21331,White,Male,40,Private,10,Transport-moving,<=50K,>50K,-0.181576308383643,-0.18740738050902897,0,1,0
13174,White,Male,50,Private,9,Transport-moving,<=50K,>50K,-0.18656564617295446,-0.2693849239835755,0,1,0
8184,White,Male,30,Private,10,Craft-repair,<=50K,>50K,-0.18361115921932064,-0.28368367189298743,0,1,0
38100,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.21314252110923385,-0.24431719713960387,0,1,0
31159,Non-White,Male,30,Local-gov,9,Other-service,<=50K,>50K,-0.1290021872794154,-0.1922055124040261,0,1,0
5637,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.22189965861605165,-0.34006113881915706,0,1,0
40440,White,Male,40,Private,13,Tech-support,>50K,>50K,-0.4006356571214911,0.18161252065431954,1,1,1
36253,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.22189965861605165,-0.34006113881915706,0,1,0
31614,White,Male,40,Private,10,Machine-op-inspct,<=50K,>50K,-0.1514573147683574,-0.31287842032541796,0,1,0
31470,White,Male,30,Private,11,Adm-clerical,<=50K,>50K,-0.24696309182715825,-0.2356126274130239,0,1,0
32927,White,Male,30,Self-emp-not-inc,12,Transport-moving,<=50K,>50K,-0.3024298380812887,0.09639864615815007,1,1,0
16128,White,Female,40,Private,10,Exec-managerial,<=50K,>50K,-0.1627076561345846,0.060264288531374235,0,1,0
7731,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.21314252110923385,-0.24431719713960387,0,1,0
