,race,gender,age_group,workclass,education_years,occupation,income_before,income_after,x,y,cluster,income_before_onehot,income_after_onehot
40147,White,Male,30,Local-gov,13,Exec-managerial,>50K,<=50K,-0.534479883905912,0.698056582612928,1,1,0
45199,White,Male,50,Private,10,Prof-specialty,>50K,<=50K,-0.3000203121223646,0.3796687309583975,1,1,0
41601,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
22466,White,Male,40,Private,10,Tech-support,>50K,<=50K,-0.21947469687363916,-0.08475174614077244,0,1,0
37303,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
23293,White,Male,50,Private,15,Prof-specialty,>50K,>50K,-0.5560423615210113,1.1268224869964336,1,1,1
9396,White,Male,60,Self-emp-not-inc,9,Exec-managerial,>50K,>50K,-0.08497745025518827,0.47491723428917665,1,1,1
32447,White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.4242547879347475,0.3760417357307835,1,1,1
17283,White,Male,30,Self-emp-inc,9,Exec-managerial,>50K,>50K,-0.4092656298530311,0.3879982950998418,1,1,1
18648,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
9565,White,Male,30,Private,15,Prof-specialty,>50K,>50K,-0.5647994990278291,1.0310785453168805,1,1,1
557,White,Male,50,Private,13,Prof-specialty,>50K,>50K,-0.48118127237021646,0.6460329977534894,1,1,1
10525,Non-White,Male,30,Private,14,Exec-managerial,>50K,>50K,-0.44520251288476825,0.46593472995300533,1,1,1
4278,White,Male,40,Private,14,Prof-specialty,>50K,<=50K,-0.582745596631587,0.9682235912553672,1,1,0
18792,White,Male,50,Private,13,Exec-managerial,>50K,>50K,-0.4242547879347475,0.3760417357307835,1,1,1
44162,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
12140,White,Female,30,Private,14,Exec-managerial,>50K,>50K,-0.3875917549357857,0.5018750540520368,1,1,1
2108,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
41556,White,Male,40,Private,15,Prof-specialty,>50K,>50K,-0.5893415231284309,1.1524225635448107,1,1,1
28448,White,Female,30,Self-emp-not-inc,13,Prof-specialty,>50K,>50K,-0.43670982407007203,0.7818931172374568,1,1,1
10396,White,Male,60,Self-emp-not-inc,12,Sales,>50K,>50K,-0.02617127600938279,0.3486471979837869,1,1,1
22839,White,Male,60,Private,11,Tech-support,>50K,>50K,-0.05402974148830072,0.1007043604429572,0,1,1
40987,White,Male,50,Private,14,Exec-managerial,>50K,>50K,-0.4925199505886984,0.6726322526842843,1,1,1
38962,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
42019,White,Male,60,Private,14,Exec-managerial,>50K,>50K,-0.23565832640749174,0.7876321668477243,1,1,1
46728,White,Male,40,Federal-gov,14,Handlers-cleaners,>50K,>50K,-0.4460396163759508,0.4336867689932191,1,1,1
23175,White,Male,60,Private,9,Prof-specialty,>50K,>50K,-0.08144718733788893,0.4382911781956679,1,1,1
8352,White,Male,40,Federal-gov,10,Adm-clerical,>50K,>50K,-0.22408604124711123,0.0083738273885782,0,1,1
29628,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
2974,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
2780,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
25735,White,Female,30,Self-emp-not-inc,13,Prof-specialty,>50K,>50K,-0.43670982407007203,0.7818931172374568,1,1,1
29705,White,Male,40,Private,15,Sales,>50K,<=50K,-0.42695855739840827,0.6012510715116508,1,1,0
33182,Non-White,Male,40,Private,11,Other-service,>50K,>50K,-0.1385035839222273,-0.33618654684295746,0,1,1
46314,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
17230,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
5843,White,Male,40,Private,10,Tech-support,>50K,<=50K,-0.21947469687363916,-0.08475174614077244,0,1,0
42151,White,Male,60,Self-emp-inc,13,Exec-managerial,>50K,<=50K,-0.2865193290161276,0.9214838846640966,1,1,0
4039,White,Male,30,Private,14,Sales,>50K,>50K,-0.3958206068009626,0.29570808099427726,1,1,1
25828,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
13307,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
8570,White,Male,40,Self-emp-inc,13,Sales,>50K,>50K,-0.47122363351020013,0.5509038170385797,1,1,1
21504,White,Female,40,Self-emp-inc,13,Adm-clerical,>50K,>50K,-0.3333910778751803,0.4114683664585105,1,1,1
46789,White,Male,30,Private,16,Prof-specialty,>50K,<=50K,-0.6102129020628071,1.048667196707977,1,1,0
39155,White,Male,30,Self-emp-inc,13,Exec-managerial,>50K,<=50K,-0.552138090704152,0.7107400288211034,1,1,0
47317,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
29590,White,Male,40,Self-emp-inc,10,Exec-managerial,>50K,<=50K,-0.39551915455690184,0.5657197802539415,1,1,0
35719,White,Male,40,Private,14,Prof-specialty,>50K,<=50K,-0.582745596631587,0.9682235912553672,1,1,0
20079,White,Male,30,Federal-gov,15,Prof-specialty,>50K,>50K,-0.6420962547504682,1.249777250859219,1,1,1
11699,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.2518509651937134,0.013933527256138304,0,1,0
46293,White,Male,50,Federal-gov,9,Exec-managerial,>50K,>50K,-0.35867908280626565,0.27199870755186045,1,1,1
11912,White,Male,30,Local-gov,14,Exec-managerial,>50K,>50K,-0.6027450465598628,0.9946470995664287,1,1,1
17506,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
45383,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
5827,White,Male,60,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.35963748469257295,1.5484397192760884,1,1,1
43562,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
47052,White,Male,50,State-gov,12,Sales,>50K,<=50K,-0.3426552716190549,0.3833830959407863,1,1,0
19590,Non-White,Male,40,Local-gov,10,Protective-serv,>50K,>50K,-0.3101482008149607,0.46519547278041395,1,1,1
15323,Non-White,Male,40,Local-gov,12,Protective-serv,>50K,>50K,-0.3950870072604398,0.5637281995593083,1,1,1
2912,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
48511,White,Male,50,Private,13,Prof-specialty,>50K,>50K,-0.48118127237021646,0.6460329977534894,1,1,1
15388,White,Male,40,Private,10,Exec-managerial,>50K,<=50K,-0.27639298929431516,0.13527754548406842,1,1,0
39006,White,Female,30,Private,15,Prof-specialty,>50K,>50K,-0.45111416586809855,0.9560652883641862,1,1,1
23155,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
11033,White,Male,40,Self-emp-not-inc,13,Sales,>50K,>50K,-0.41255421560038175,0.42707890038492136,1,1,1
3495,White,Male,90,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.32522440817118986,1.5315606540719309,1,1,1
40205,White,Male,50,State-gov,14,Exec-managerial,>50K,>50K,-0.6125990693699321,1.1289853829209384,1,1,1
22027,White,Male,50,Self-emp-not-inc,14,Prof-specialty,>50K,>50K,-0.6099031823769356,1.249240832823205,1,1,1
31400,White,Male,30,Self-emp-not-inc,16,Prof-specialty,>50K,>50K,-0.6706696494155754,1.3552845148241917,1,1,1
13899,White,Male,30,Self-emp-not-inc,11,Farming-fishing,>50K,>50K,-0.335293602701256,0.28388485851225764,1,1,1
21862,Non-White,Male,30,Self-emp-not-inc,10,Sales,>50K,>50K,-0.15077665604118015,-0.0715829656898265,0,1,1
25612,White,Male,40,Private,14,Exec-managerial,>50K,>50K,-0.525819112196118,0.6982323292326612,1,1,1
26167,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
106,White,Male,40,Local-gov,9,Protective-serv,>50K,>50K,-0.40451127542243964,0.51977158690597,1,1,1
24957,Non-White,Male,30,Private,11,Prof-specialty,>50K,>50K,-0.3774187048217222,0.2690274771957851,1,1,1
33943,White,Male,40,Local-gov,14,Exec-managerial,>50K,>50K,-0.6272870706604645,1.1159911177943589,1,1,1
42682,White,Male,60,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.41830690260239134,1.6722646359297466,1,1,1
1768,White,Male,40,State-gov,14,Exec-managerial,>50K,>50K,-0.6458982309773517,1.1545854594693152,1,1,1
24140,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
16587,Non-White,Male,30,Private,14,Exec-managerial,>50K,>50K,-0.44520251288476825,0.46593472995300533,1,1,1
38428,White,Male,40,Local-gov,13,Prof-specialty,>50K,<=50K,-0.6159483924419826,1.0893918628635642,1,1,0
13992,White,Male,50,Federal-gov,14,Prof-specialty,>50K,<=50K,-0.6267431907468064,1.161322220249329,1,1,0
34842,White,Female,50,Private,14,Exec-managerial,>50K,>50K,-0.37883461742896785,0.59761899573159,1,1,1
5122,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
5462,White,Female,50,Self-emp-not-inc,9,Exec-managerial,>50K,>50K,-0.22815374127666438,0.2849040631730424,1,1,1
42471,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
12524,White,Female,40,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.594782355231287,1.5078515413619895,1,1,1
2259,White,Male,40,Local-gov,14,Exec-managerial,>50K,>50K,-0.6272870706604645,1.1159911177943589,1,1,1
34325,White,Male,30,Federal-gov,10,Exec-managerial,>50K,<=50K,-0.3291477209163524,0.2326322327984769,1,1,0
25583,Non-White,Male,40,Private,6,Transport-moving,>50K,>50K,0.017231200173010018,-0.4259921524619127,0,1,1
5701,White,Female,30,Self-emp-inc,10,Adm-clerical,>50K,>50K,-0.1276880935267266,0.02376008143548836,0,1,1
8448,Non-White,Male,40,State-gov,14,Prof-specialty,>50K,>50K,-0.6467501402020727,1.3136231404402956,1,1,1
3257,White,Male,40,State-gov,14,Prof-specialty,>50K,>50K,-0.7028247154128207,1.4245767214920213,1,1,1
35588,White,Male,50,Self-emp-inc,13,Exec-managerial,>50K,>50K,-0.5433809531973343,0.8064839705006566,1,1,1
31115,White,Male,50,Private,16,Prof-specialty,>50K,>50K,-0.6014557645559893,1.1444111383875302,1,1,1
43892,White,Male,60,Private,9,Exec-managerial,>50K,>50K,-0.02452070290241997,0.1682999161729619,0,1,1
47499,White,Male,40,Private,15,Prof-specialty,>50K,>50K,-0.5893415231284309,1.1524225635448107,1,1,1
22275,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
18349,Non-White,Male,50,Local-gov,10,Exec-managerial,>50K,>50K,-0.28848721094049423,0.41648267644566345,1,1,1
48452,White,Male,50,Private,16,Prof-specialty,>50K,>50K,-0.6014557645559893,1.1444111383875302,1,1,1
36101,White,Male,30,Self-emp-inc,9,Craft-repair,>50K,>50K,-0.34102582387863833,0.09038109595071603,1,1,1
29082,White,Female,40,Private,14,Exec-managerial,>50K,>50K,-0.41213377903638737,0.623219072279967,1,1,1
16744,White,Male,40,Private,14,Exec-managerial,>50K,>50K,-0.525819112196118,0.6982323292326612,1,1,1
19223,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
38762,White,Male,50,Self-emp-inc,12,Sales,>50K,>50K,-0.34170231810040785,0.35747220047400524,1,1,1
27788,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
40440,White,Male,40,Private,13,Tech-support,>50K,>50K,-0.4006356571214911,0.18161252065431954,1,1,1
16362,White,Male,40,Local-gov,9,Protective-serv,>50K,>50K,-0.40451127542243964,0.51977158690597,1,1,1
13535,Non-White,Male,50,Federal-gov,13,Exec-managerial,>50K,>50K,-0.4454769684466386,0.48378686022139633,1,1,1
26107,White,Male,40,Self-emp-inc,13,Sales,>50K,>50K,-0.47122363351020013,0.5509038170385797,1,1,1
3133,White,Male,40,Local-gov,14,Prof-specialty,>50K,>50K,-0.6842135550959335,1.385982379817065,1,1,1
7361,White,Male,40,Self-emp-not-inc,4,Exec-managerial,>50K,>50K,-0.2534093076148006,0.5234569925185586,1,1,1
30885,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
17735,White,Male,40,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.7084676883910176,1.5828647983146837,1,1,1
11583,White,Male,30,Private,11,Exec-managerial,>50K,>50K,-0.3765667955970012,0.10998979622480488,1,1,1
10678,White,Male,40,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.7084676883910176,1.5828647983146837,1,1,1
44982,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.2518509651937134,0.013933527256138304,0,1,0
45769,White,Female,40,State-gov,16,Prof-specialty,>50K,>50K,-0.641148711784912,1.551351088219867,1,1,1
30955,White,Male,50,Private,10,Prof-specialty,>50K,<=50K,-0.3000203121223646,0.3796687309583975,1,1,0
5957,White,Male,30,Private,12,Exec-managerial,>50K,>50K,-0.3367897716391926,0.11246625403503273,1,1,1
40625,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
6356,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.2518509651937134,0.013933527256138304,0,1,0
13451,White,Male,70,Private,15,Prof-specialty,>50K,<=50K,-0.09185409315355408,1.418481156496086,1,1,0
32179,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
44447,White,Male,60,Self-emp-inc,9,Exec-managerial,>50K,>50K,-0.14364686816500666,0.5987421509428349,1,1,1
8530,White,Female,30,Self-emp-not-inc,14,Prof-specialty,>50K,>50K,-0.504974986724023,1.0784836341909576,1,1,1
6388,White,Male,50,Private,10,Craft-repair,>50K,>50K,-0.17485402171250283,-0.18793973021343424,0,1,1
25029,Non-White,Female,50,Private,13,Exec-managerial,>50K,>50K,-0.25449487956426897,0.19007489772636355,1,1,1
11410,White,Male,40,Self-emp-inc,13,Sales,>50K,>50K,-0.47122363351020013,0.5509038170385797,1,1,1
30845,White,Male,50,Private,14,Prof-specialty,>50K,>50K,-0.5494464350241673,0.9426235147069902,1,1,1
41143,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
43790,White,Male,50,Federal-gov,9,Machine-op-inspct,>50K,>50K,-0.23374340828030785,-0.1761572582576259,0,1,1
24888,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
42449,White,Male,30,Self-emp-not-inc,16,Prof-specialty,>50K,>50K,-0.6706696494155754,1.3552845148241917,1,1,1
18197,Non-White,Male,30,Private,14,Craft-repair,>50K,>50K,-0.3769627069103755,0.16831753080387957,1,1,1
23211,White,Male,40,Federal-gov,14,Exec-managerial,>50K,>50K,-0.6031158679187569,0.9169310347749998,1,1,1
16064,White,Male,50,Self-emp-inc,9,Exec-managerial,>50K,>50K,-0.40050849234621333,0.483742236779395,1,1,1
20677,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
19940,White,Female,30,Private,14,Exec-managerial,>50K,>50K,-0.3875917549357857,0.5018750540520368,1,1,1
11712,White,Male,50,Private,14,Prof-specialty,>50K,>50K,-0.5494464350241673,0.9426235147069902,1,1,1
31885,White,Male,50,Private,15,Prof-specialty,>50K,>50K,-0.5560423615210113,1.1268224869964336,1,1,1
48570,White,Male,70,Self-emp-not-inc,14,Sales,>50K,>50K,0.016668051720544155,0.9897280102896976,1,1,1
33221,White,Male,30,Private,14,Exec-managerial,>50K,>50K,-0.5012770880955162,0.576888311004731,1,1,1
25186,White,Male,30,Self-emp-inc,10,Sales,>50K,<=50K,-0.2655206491617465,0.16319553201555762,1,1,0
22338,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
26184,White,Male,30,Self-emp-inc,10,Exec-managerial,>50K,>50K,-0.3709771304563001,0.4443757620260114,1,1,1
24426,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
43854,White,Male,60,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.35963748469257295,1.5484397192760884,1,1,1
37576,White,Male,40,Private,12,Prof-specialty,>50K,<=50K,-0.4182582801752633,0.5038015342856689,1,1,0
5621,White,Male,50,Self-emp-inc,6,Farming-fishing,>50K,>50K,-0.11775711935506383,0.2797662569756446,1,1,1
26880,White,Male,50,State-gov,11,Tech-support,>50K,>50K,-0.43097048445074115,0.4420575765161714,1,1,1
48698,White,Female,50,Self-emp-inc,16,Prof-specialty,>50K,>50K,-0.6068965966588454,1.499840116204709,1,1,1
26931,White,Male,40,Private,14,Exec-managerial,>50K,>50K,-0.525819112196118,0.6982323292326612,1,1,1
31343,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
22826,White,Male,50,Private,16,Prof-specialty,>50K,>50K,-0.6014557645559893,1.1444111383875302,1,1,1
39440,White,Male,40,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.6497982704811992,1.4590398816610253,1,1,1
5198,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
7334,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
19753,White,Male,50,Private,11,Tech-support,>50K,>50K,-0.31089136566950737,-0.01429555372048278,0,1,1
10136,White,Male,60,Self-emp-inc,6,Exec-managerial,>50K,>50K,0.03737456457762937,0.5274884269678466,1,1,1
29936,White,Male,40,Federal-gov,9,Adm-clerical,>50K,>50K,-0.26237454064384225,-0.0480036395375914,0,1,1
21220,White,Male,40,Private,13,Sales,>50K,>50K,-0.35209746824761345,0.12046158226870661,1,1,1
10585,White,Male,40,Federal-gov,11,Adm-clerical,>50K,>50K,-0.34880187165039905,0.10443009635724479,1,1,1
944,Non-White,Male,30,Private,16,Prof-specialty,>50K,>50K,-0.5541383268520591,0.9377136156562512,1,1,1
37183,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
29233,White,Male,40,Self-emp-inc,10,Exec-managerial,>50K,<=50K,-0.39551915455690184,0.5657197802539415,1,1,0
48012,White,Male,30,State-gov,15,Prof-specialty,>50K,>50K,-0.6848786178090629,1.4874316755535346,1,1,1
6240,White,Male,40,Federal-gov,12,Adm-clerical,>50K,>50K,-0.3090248476925904,0.1069065541674726,1,1,1
18377,White,Male,50,Private,11,Craft-repair,>50K,>50K,-0.2995698521157906,-0.09188346124476766,0,1,1
6613,White,Female,50,Unknown,14,Unknown,>50K,>50K,1.782874327887234,1.3540467104700793,2,1,1
18599,White,Male,60,Federal-gov,14,Exec-managerial,>50K,>50K,-0.31295508213013074,1.0063308723900628,1,1,1
38412,White,Male,50,Private,9,Exec-managerial,>50K,>50K,-0.28138232708362665,0.053300002009521896,0,1,1
37637,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
47636,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
47007,Non-White,Male,50,State-gov,6,Craft-repair,>50K,>50K,-0.0961256319370836,0.029828628070336125,0,1,1
42587,White,Male,60,Self-emp-inc,13,Exec-managerial,>50K,<=50K,-0.2865193290161276,0.9214838846640966,1,1,0
44233,White,Male,40,Self-emp-not-inc,14,Exec-managerial,>50K,>50K,-0.5862758595488863,1.004849647348876,1,1,1
2007,White,Male,30,Private,14,Tech-support,>50K,<=50K,-0.4443587956748402,0.3568590193798902,1,1,0
21866,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
680,White,Male,60,Self-emp-not-inc,16,Sales,>50K,>50K,-0.24266792199752835,1.014856878634025,1,1,1
32944,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
12133,White,Male,40,Private,16,Prof-specialty,>50K,>50K,-0.6347549261634089,1.1700112149359072,1,1,1
45316,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
29722,White,Male,40,Private,14,Prof-specialty,>50K,<=50K,-0.582745596631587,0.9682235912553672,1,1,0
16409,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
6522,White,Male,40,Private,13,Sales,>50K,>50K,-0.35209746824761345,0.12046158226870661,1,1,1
39655,White,Male,30,State-gov,16,Prof-specialty,>50K,<=50K,-0.7302920208440409,1.505020326944631,1,1,0
15422,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
30063,White,Male,30,Self-emp-not-inc,13,Prof-specialty,>50K,>50K,-0.5503951572298026,0.856906374190151,1,1,1
28806,White,Male,40,Unknown,13,Unknown,>50K,>50K,1.704154995774035,1.1580695270176498,2,1,1
35137,White,Male,40,Private,15,Prof-specialty,>50K,>50K,-0.5893415231284309,1.1524225635448107,1,1,1
45132,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
25149,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
41642,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
25077,White,Male,40,Local-gov,13,Prof-specialty,>50K,<=50K,-0.6159483924419826,1.0893918628635642,1,1,0
10879,White,Male,40,Private,14,Exec-managerial,>50K,>50K,-0.525819112196118,0.6982323292326612,1,1,1
46990,White,Male,50,Private,13,Sales,>50K,>50K,-0.3187983066401939,0.09486150572032968,1,1,1
43364,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
40408,White,Male,40,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.7084676883910176,1.5828647983146837,1,1,1
26614,White,Male,70,Private,13,Prof-specialty,>50K,<=50K,-0.016993004002759285,0.9376916672531418,1,1,0
1130,White,Male,40,Private,15,Prof-specialty,>50K,>50K,-0.5893415231284309,1.1524225635448107,1,1,1
36204,White,Male,40,Federal-gov,10,Prof-specialty,>50K,>50K,-0.41061622945242315,0.623967513049113,1,1,1
12930,White,Male,30,Private,13,Prof-specialty,>50K,<=50K,-0.4899384098770343,0.5502890560739363,1,1,0
13578,White,Male,40,Private,13,Tech-support,>50K,>50K,-0.4006356571214911,0.18161252065431954,1,1,1
30913,White,Female,30,Self-emp-not-inc,13,Sales,>50K,>50K,-0.27432685834004944,0.23072162520429704,1,1,1
10805,Non-White,Male,50,Self-emp-not-inc,9,Exec-managerial,>50K,>50K,-0.28576449922564695,0.2489637390740109,1,1,1
20755,White,Male,40,Private,13,Sales,>50K,>50K,-0.35209746824761345,0.12046158226870661,1,1,1
4629,White,Male,40,Federal-gov,13,Prof-specialty,>50K,>50K,-0.591777189700275,0.890331779844205,1,1,1
41486,White,Male,30,Private,16,Prof-specialty,>50K,<=50K,-0.6102129020628071,1.048667196707977,1,1,0
4919,White,Male,60,Local-gov,13,Exec-managerial,>50K,<=50K,-0.26886112221788744,0.9088004384559212,1,1,0
36052,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
35052,White,Male,40,Private,15,Prof-specialty,>50K,>50K,-0.5893415231284309,1.1524225635448107,1,1,1
166,White,Male,50,Self-emp-not-inc,16,Prof-specialty,>50K,>50K,-0.6619125119087576,1.4510284565037448,1,1,1
23033,White,Male,40,Private,14,Prof-specialty,>50K,<=50K,-0.582745596631587,0.9682235912553672,1,1,0
36470,White,Male,40,Federal-gov,10,Adm-clerical,>50K,>50K,-0.22408604124711123,0.0083738273885782,0,1,1
22865,White,Female,40,Self-emp-inc,14,Sales,>50K,>50K,-0.42580346300442046,0.7724810770393863,1,1,1
33580,White,Male,40,Self-emp-inc,9,Sales,>50K,>50K,-0.3283511726590792,0.2281620833173181,1,1,1
44932,White,Male,50,Self-emp-inc,12,Sales,>50K,>50K,-0.34170231810040785,0.35747220047400524,1,1,1
27344,White,Male,40,Private,13,Exec-managerial,>50K,>50K,-0.4575539495421671,0.4016418122791604,1,1,1
23472,Non-White,Male,60,Self-emp-not-inc,13,Prof-specialty,>50K,>50K,-0.22870182033103015,0.9566966489814185,1,1,1
21454,White,Female,30,Private,16,Exec-managerial,>50K,>50K,-0.4396010844676076,0.7036626777325767,1,1,1
29376,White,Male,40,Private,13,Craft-repair,>50K,>50K,-0.38931414356777433,0.10402461313003464,1,1,1
39345,White,Male,40,Private,13,Sales,>50K,>50K,-0.35209746824761345,0.12046158226870661,1,1,1
2599,White,Male,40,Private,12,Tech-support,>50K,<=50K,-0.3044135033191183,0.013780980638121988,0,1,0
13754,White,Male,50,Private,14,Exec-managerial,>50K,>50K,-0.4925199505886984,0.6726322526842843,1,1,1
24101,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.2518509651937134,0.013933527256138304,0,1,0
33935,White,Male,30,Private,10,Exec-managerial,>50K,<=50K,-0.2518509651937134,0.013933527256138304,0,1,0
4133,White,Male,50,Private,10,Exec-managerial,>50K,>50K,-0.24309382768689564,0.10967746893569151,1,1,1
21729,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
13910,White,Male,70,Self-emp-not-inc,16,Prof-specialty,>50K,>50K,-0.19772424354130036,1.7426871260033971,1,1,1
39666,White,Male,50,Self-emp-inc,15,Prof-specialty,>50K,>50K,-0.6751685267835981,1.5572647217663067,1,1,1
35731,White,Male,40,Private,13,Tech-support,>50K,>50K,-0.4006356571214911,0.18161252065431954,1,1,1
47368,White,Male,30,Private,13,Sales,>50K,<=50K,-0.3275554441470117,-0.0008824359592235124,0,1,0
28422,White,Male,60,Self-emp-inc,13,Sales,>50K,>50K,-0.18106284772157397,0.6403036546536428,1,1,1
16895,White,Male,40,Private,15,Prof-specialty,>50K,>50K,-0.5893415231284309,1.1524225635448107,1,1,1
7216,White,Male,30,Self-emp-not-inc,15,Prof-specialty,>50K,>50K,-0.6252562463805974,1.3376958634330953,1,1,1
10706,White,Male,40,Federal-gov,11,Prof-specialty,>50K,>50K,-0.535332059855711,0.7200237820177796,1,1,1
3240,White,Male,40,Private,13,Prof-specialty,>50K,<=50K,-0.5144804339776361,0.6716330743018664,1,1,0
44124,White,Male,30,Private,13,Exec-managerial,>50K,<=50K,-0.43301192544156536,0.2802977940512303,1,1,0
11348,White,Male,50,Self-emp-inc,13,Exec-managerial,>50K,>50K,-0.5433809531973343,0.8064839705006566,1,1,1
