,race,gender,age_group,workclass,education_years,occupation,income_before,income_after,x,y,cluster,income_before_onehot,income_after_onehot
13774,White,Female,20,Private,10,Adm-clerical,<=50K,<=50K,0.12589041979117946,-0.5244304268279493,0,0,0
25425,White,Female,20,Private,9,Sales,<=50K,<=50K,0.06345469791915911,-0.5163857001267439,0,0,0
26453,White,Male,30,Self-emp-not-inc,9,Craft-repair,<=50K,<=50K,-0.28235640596881995,-0.03344382070294232,0,0,0
17948,White,Male,50,Private,4,Craft-repair,<=50K,<=50K,-0.09141359268021998,-0.10637760129515882,0,0,0
48341,Non-White,Male,40,Private,5,Machine-op-inspct,<=50K,<=50K,-0.0038445844178197695,-0.5088700462001524,0,0,0
8552,White,Male,50,Private,5,Craft-repair,<=50K,<=50K,-0.08331586657271321,-0.27297777503644294,0,0,0
41185,White,Female,20,Private,13,Adm-clerical,<=50K,<=50K,-0.055270540456672464,-0.2580661600328573,0,0,0
2963,White,Male,40,Private,9,Prof-specialty,<=50K,>50K,-0.37160797312651517,0.3488913405806048,1,0,1
2934,White,Male,40,Self-emp-not-inc,9,Transport-moving,<=50K,>50K,-0.2803215551331423,0.06283247068101615,0,0,1
8156,White,Male,50,Private,9,Handlers-cleaners,<=50K,>50K,-0.12430607554082046,-0.4299442637722588,0,0,1
10736,White,Female,40,Private,13,Prof-specialty,<=50K,>50K,-0.4007951008179055,0.5966198173491721,1,0,1
40973,White,Female,30,Private,10,Sales,<=50K,<=50K,-0.03270915073942925,-0.3422599597070097,0,0,0
19206,White,Male,40,Self-emp-not-inc,9,Craft-repair,<=50K,>50K,-0.3068984300694217,0.08790019752498779,1,0,1
18710,Non-White,Female,40,Local-gov,10,Other-service,<=50K,<=50K,-0.0015703788235555648,-0.08949728420262058,0,0,0
3117,White,Male,60,Private,9,Sales,<=50K,>50K,0.08093577839213364,-0.1128803138374919,0,0,1
46238,White,Female,20,Private,10,Prof-specialty,<=50K,<=50K,-0.06063976841413245,0.09116325883258548,0,0,0
11967,White,Male,30,Private,9,Other-service,<=50K,<=50K,-0.08360880402581682,-0.49901071991399804,0,0,0
11499,White,Male,20,Private,10,Craft-repair,<=50K,<=50K,-0.04915881116400128,-0.4014319453865521,0,0,0
42176,White,Female,30,Self-emp-not-inc,10,Adm-clerical,<=50K,>50K,-0.06901867561690822,-0.10006483521816996,0,0,1
32875,White,Male,30,Self-emp-not-inc,9,Craft-repair,<=50K,<=50K,-0.28235640596881995,-0.03344382070294232,0,0,0
1006,White,Female,30,Self-emp-not-inc,11,Exec-managerial,<=50K,<=50K,-0.3233382097900389,0.34159385738832543,1,0,0
35644,White,Male,30,Private,11,Craft-repair,<=50K,>50K,-0.3083269896226084,-0.18762740292432087,0,0,1
39107,White,Male,40,State-gov,13,Other-service,<=50K,>50K,-0.3711024077587732,0.4014281622718478,1,0,1
42974,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379006448666,-0.49059990547951765,0,0,1
29050,White,Female,10,Local-gov,7,Adm-clerical,<=50K,<=50K,0.5275385027391213,-0.4959808013742313,0,0,0
9871,White,Male,30,Private,9,Tech-support,<=50K,>50K,-0.23322117216976843,-0.26247323129487216,0,0,1
26545,Non-White,Male,10,Private,9,Farming-fishing,<=50K,<=50K,0.3191628961144235,-0.585601840197639,0,0,0
12871,White,Female,30,Private,12,Adm-clerical,<=50K,>50K,-0.09350073470961907,-0.30814942655549027,0,0,1
41379,White,Male,30,Private,10,Handlers-cleaners,<=50K,<=50K,-0.09477471365090726,-0.46931073852564237,0,0,0
10844,White,Male,40,Local-gov,13,Craft-repair,<=50K,>50K,-0.4907821020321209,0.5217834016917323,1,0,1
34764,White,Male,20,Local-gov,10,Exec-managerial,<=50K,<=50K,-0.21886657560274064,0.31394404232427137,1,0,0
41003,Non-White,Female,20,Unknown,7,Unknown,<=50K,<=50K,2.4001407807702875,0.25907075754221875,2,0,0
45445,White,Female,20,Private,12,Sales,<=50K,<=50K,0.01680439087041099,-0.36147550642167986,0,0,0
41269,White,Male,60,Private,14,Tech-support,<=50K,<=50K,-0.17874003398681573,0.5676028752228834,1,0,0
42256,White,Female,30,Private,10,Machine-op-inspct,<=50K,<=50K,-0.013229957508025084,-0.5092356955060423,0,0,0
18712,Non-White,Male,30,State-gov,9,Other-service,<=50K,<=50K,-0.14761334759630257,-0.15361117072906968,0,0,0
45438,White,Male,30,Private,9,Handlers-cleaners,<=50K,<=50K,-0.13306321304763827,-0.5256882054518119,0,0,0
36465,White,Male,40,Private,9,Craft-repair,<=50K,>50K,-0.2464416827166534,-0.21871712059122694,0,0,1
35276,White,Male,20,Private,11,Other-service,<=50K,<=50K,-0.0355837869770542,-0.4643252575127265,0,0,0
25513,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.22189965861605165,-0.34006113881915706,0,0,1
6552,White,Male,10,Private,7,Handlers-cleaners,<=50K,<=50K,0.5427936758167003,-0.9763681751271868,0,0,0
34536,White,Female,70,Private,9,Exec-managerial,<=50K,>50K,0.29649127444356116,0.2699454145564801,0,0,1
27218,Non-White,Female,60,Local-gov,6,Other-service,<=50K,<=50K,0.4313233403109757,-0.1277286374887155,0,0,0
20388,White,Male,30,Private,10,Prof-specialty,<=50K,<=50K,-0.3087774496291824,0.2839247892788443,1,0,0
30610,White,Female,20,Unknown,10,Unknown,<=50K,<=50K,2.1579956613375386,0.5775997115483688,2,0,0
39801,White,Male,40,State-gov,9,Adm-clerical,<=50K,<=50K,-0.305156903702437,0.18965078515672415,1,0,0
14807,White,Male,20,Private,4,Machine-op-inspct,<=50K,<=50K,0.09097748641984658,-0.47040858312863726,0,0,0
46805,White,Female,20,Self-emp-not-inc,12,Sales,<=50K,>50K,-0.04365235648235732,-0.05485818830546518,0,0,1
44132,White,Male,30,Private,8,Craft-repair,<=50K,<=50K,-0.03898244074524815,-0.49453730842952415,0,0,0
17155,White,Female,10,Private,9,Adm-clerical,<=50K,<=50K,0.40464741758473555,-0.7625416839076743,0,0,0
13704,White,Female,20,State-gov,10,Other-service,<=50K,<=50K,0.0827382578047304,-0.17904165319743315,0,0,0
10543,White,Female,20,Private,13,Exec-managerial,<=50K,<=50K,-0.1848742442265154,0.08753626360497148,0,0,0
30930,White,Female,30,Private,10,Adm-clerical,<=50K,<=50K,-0.008561928264139934,-0.4066821533343847,0,0,0
76,White,Male,40,Private,9,Machine-op-inspct,<=50K,>50K,-0.1897458141650884,-0.36925588725158753,0,0,1
12511,White,Female,50,Local-gov,14,Prof-specialty,<=50K,>50K,-0.5372290603287834,1.2853690463159937,1,0,1
39253,Non-White,Female,30,Unknown,9,Unknown,<=50K,<=50K,2.041329389096236,0.5280169370640381,2,0,0
7842,White,Male,30,Self-emp-not-inc,14,Prof-specialty,<=50K,>50K,-0.6186603198837535,1.1534968911436518,1,0,1
31368,White,Male,50,Private,7,Machine-op-inspct,<=50K,<=50K,0.06791239106106335,-0.5460538698282191,0,0,0
31264,White,Male,30,Private,11,Prof-specialty,<=50K,>50K,-0.4334932800324702,0.37998105824751083,1,0,1
3150,White,Male,40,Private,9,Exec-managerial,<=50K,>50K,-0.3146814886910462,0.07890007855789882,1,0,1
34296,Non-White,Male,40,Private,9,Craft-repair,<=50K,<=50K,-0.1903671075059054,-0.32967070164295265,0,0,0
23427,White,Male,10,Private,6,Machine-op-inspct,<=50K,<=50K,0.46731548792375577,-0.861335693101626,0,0,0
34309,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.21314252110923385,-0.24431719713960387,0,0,1
20674,White,Female,20,Private,13,Sales,<=50K,<=50K,-0.07941776293196179,-0.19364396640548232,0,0,0
29284,White,Male,20,Private,9,Machine-op-inspct,<=50K,<=50K,-0.030751442009167285,-0.6083481789730824,0,0,0
42663,White,Male,20,Private,9,Farming-fishing,<=50K,<=50K,-0.05395717628661159,-0.29291446899235796,0,0,0
30308,White,Female,60,Federal-gov,9,Adm-clerical,<=50K,<=50K,0.14147157830451454,-0.03361705887522251,0,0,0
16835,White,Male,30,Private,7,Other-service,<=50K,<=50K,0.14075023959291538,-0.6502086259422528,0,0,0
15447,White,Female,40,State-gov,13,Prof-specialty,<=50K,>50K,-0.5208742195991392,1.0529729475858263,1,0,1
36574,Non-White,Male,40,Private,9,Farming-fishing,<=50K,<=50K,-0.15687697323178473,-0.1647757583225889,0,0,0
40870,White,Male,30,Self-emp-not-inc,9,Other-service,<=50K,>50K,-0.1440655513785851,-0.19239340179778333,0,0,1
13805,White,Female,40,Private,9,Adm-clerical,<=50K,<=50K,-0.07139245176147266,-0.3417156020326242,0,0,0
47716,White,Female,40,Private,12,Exec-managerial,<=50K,>50K,-0.24764646258006373,0.15879701531026866,1,0,1
8392,White,Female,20,Private,9,Adm-clerical,<=50K,<=50K,0.08760192039444845,-0.5808078937541189,0,0,0
41881,White,Male,10,Private,6,Handlers-cleaners,<=50K,<=50K,0.4994560649406042,-0.8964239930739204,0,0,0
40702,White,Male,60,Private,4,Machine-op-inspct,<=50K,<=50K,0.2221439000525517,-0.14191645379207946,0,0,0
37881,White,Male,70,Unknown,9,Unknown,<=50K,<=50K,2.3445148866000323,1.1013863862476636,2,0,0
34883,White,Male,60,Private,5,Exec-managerial,<=50K,>50K,0.10530595163410068,0.13963933827612277,0,0,1
32665,White,Male,20,Self-emp-not-inc,11,Craft-repair,<=50K,<=50K,-0.23433138892005734,0.0012416416983292195,0,0,0
17270,White,Male,30,Private,9,Exec-managerial,<=50K,>50K,-0.29013946459044443,-0.042443939670031294,0,0,1
33178,White,Female,40,Private,13,Exec-managerial,<=50K,>50K,-0.3438686163824365,0.3266285553264662,1,0,1
43154,White,Male,50,Private,7,Machine-op-inspct,<=50K,<=50K,0.06791239106106335,-0.5460538698282191,0,0,0
48078,White,Male,10,Private,10,Other-service,<=50K,<=50K,0.40617754061652067,-0.7421153166349485,0,0,0
43071,White,Male,30,Private,7,Craft-repair,<=50K,<=50K,0.0024593850026805347,-0.4912590448474118,0,0,0
23881,White,Male,20,Unknown,10,Unknown,<=50K,<=50K,2.044310328177808,0.652612968501063,2,0,0
7140,White,Male,40,Unknown,9,Unknown,<=50K,<=50K,1.8470274566251559,0.8353277932963882,2,0,0
14905,White,Male,30,Private,9,Sales,<=50K,>50K,-0.18468298329589083,-0.3236241696804851,0,0,1
15464,White,Female,30,Private,11,Craft-repair,<=50K,<=50K,-0.19464165646287784,-0.26264065987701507,0,0,0
21446,White,Male,20,Private,9,Sales,<=50K,<=50K,-0.050230635240571454,-0.4413724431740497,0,0,0
33485,White,Male,50,Self-emp-not-inc,10,Other-service,<=50K,>50K,-0.09701991447503629,-0.040271993192060526,0,0,1
16857,White,Male,50,Private,9,Sales,<=50K,>50K,-0.17592584578907303,-0.2278802280009319,0,0,1
4419,White,Male,30,Private,4,Sales,<=50K,<=50K,-0.06295405486687695,-0.18568457383604006,0,0,0
44802,White,Male,20,Private,10,Adm-clerical,<=50K,<=50K,0.012205086631448873,-0.4494171698752551,0,0,0
15299,White,Male,20,Private,6,Handlers-cleaners,<=50K,<=50K,0.18241056775031714,-0.714690202920365,0,0,0
33225,White,Male,40,Unknown,4,Unknown,<=50K,>50K,1.9687563850541696,0.9732673891408332,2,0,1
15360,White,Male,30,State-gov,10,Prof-specialty,<=50K,<=50K,-0.42885656841041614,0.7402779195154985,1,0,0
34670,White,Female,90,Private,13,Prof-specialty,<=50K,>50K,-0.07622123850789618,0.6691405897600777,1,0,1
30748,White,Female,20,Private,9,Adm-clerical,<=50K,<=50K,0.08760192039444845,-0.5808078937541189,0,0,0
3047,White,Male,40,Federal-gov,15,Exec-managerial,<=50K,<=50K,-0.6097117944156009,1.1011300070644432,1,0,0
43410,Non-White,Female,40,Private,14,Machine-op-inspct,<=50K,<=50K,-0.2311235292996816,0.0641095254187549,0,0,0
11147,White,Female,10,Private,3,Sales,<=50K,<=50K,0.44430950395533303,-0.7202886590998825,0,0,0
16499,Non-White,Male,50,Private,9,Adm-clerical,<=50K,<=50K,-0.09570404810303572,-0.40325600268003264,0,0,0
12291,Non-White,Female,30,Private,9,Handlers-cleaners,<=50K,<=50K,0.03669669532284027,-0.7116550434562319,0,0,0
10652,White,Female,30,Private,10,Adm-clerical,<=50K,<=50K,-0.008561928264139934,-0.4066821533343847,0,0,0
5867,White,Female,20,Private,10,Tech-support,<=50K,<=50K,0.05320500844201252,-0.39885729481496135,0,0,0
16229,White,Female,30,Private,10,Other-service,<=50K,<=50K,0.06836502853064476,-0.5176465099405226,0,0,0
42412,White,Female,20,Private,9,Exec-managerial,<=50K,<=50K,-0.0420017833753945,-0.23520547011629012,0,0,0
22421,White,Male,20,Private,9,Craft-repair,<=50K,<=50K,-0.0874473105607323,-0.4578094123127217,0,0,0
34837,White,Female,10,Private,8,Other-service,<=50K,<=50K,0.6644915922503237,-1.0279822101241793,0,0,0
25590,White,Male,40,Self-emp-not-inc,13,Farming-fishing,<=50K,>50K,-0.4162807566464219,0.5755368745666132,1,0,1
3011,White,Female,20,Private,9,Other-service,<=50K,<=50K,0.16452887718923315,-0.6917722503602569,0,0,0
35371,White,Male,20,Private,10,Sales,<=50K,<=50K,-0.011942135843840447,-0.3849949762478801,0,0,0
28565,White,Male,30,Self-emp-not-inc,9,Craft-repair,<=50K,<=50K,-0.28235640596881995,-0.03344382070294232,0,0,0
34527,White,Female,20,Local-gov,10,Protective-serv,<=50K,<=50K,-0.09354307071005698,0.2620435051579507,1,0,0
13344,White,Female,20,Private,13,Adm-clerical,<=50K,<=50K,-0.055270540456672464,-0.2580661600328573,0,0,0
7081,Non-White,Female,30,Local-gov,13,Sales,<=50K,<=50K,-0.25926349424087974,0.23090951459805428,1,0,0
26279,White,Female,20,Private,10,Sales,<=50K,<=50K,0.10174319731589013,-0.46000823320057427,0,0,0
35151,Non-White,Female,40,Private,9,Exec-managerial,<=50K,<=50K,-0.14492158032056762,-0.10706675944652111,0,0,0
32109,White,Male,10,Private,7,Sales,<=50K,<=50K,0.49117390556844787,-0.7743041393558598,0,0,0
24128,White,Male,30,Self-emp-not-inc,7,Craft-repair,<=50K,<=50K,-0.057997362350087754,-0.18464172673119703,0,0,0
41184,White,Female,40,Federal-gov,9,Adm-clerical,<=50K,>50K,-0.14868920748411166,-0.1230168964902856,0,0,1
30741,White,Male,20,Private,9,Sales,<=50K,<=50K,-0.050230635240571454,-0.4413724431740497,0,0,0
12623,White,Female,50,Private,10,Exec-managerial,<=50K,>50K,-0.12940849452716505,0.034664211982997295,0,0,1
35982,White,Male,20,Private,9,Machine-op-inspct,<=50K,<=50K,-0.030751442009167285,-0.6083481789730824,0,0,0
33931,White,Male,10,Private,9,Farming-fishing,<=50K,<=50K,0.2630883209036755,-0.4746482591459133,0,0,0
10704,Non-White,Female,20,Local-gov,10,Adm-clerical,<=50K,<=50K,0.08049703653758086,-0.21762521931797738,0,0,0
19222,White,Male,10,Unknown,9,Unknown,<=50K,<=50K,2.3230673259713637,0.414501711421338,2,0,0
43606,White,Male,30,Private,6,Craft-repair,<=50K,<=50K,-0.04087822587341563,-0.4113148627941455,0,0,0
2280,Non-White,Female,30,Unknown,7,Unknown,<=50K,<=50K,2.2656884327149682,0.3768190310357834,2,0,0
39274,White,Male,10,Local-gov,9,Other-service,<=50K,<=50K,0.2664210827554431,-0.3807339949994204,0,0,0
26001,Non-White,Male,70,Private,14,Craft-repair,<=50K,<=50K,0.09598269896389951,0.5557201419830852,1,0,0
11917,White,Male,30,Private,9,Handlers-cleaners,<=50K,<=50K,-0.13306321304763827,-0.5256882054518119,0,0,0
9733,Non-White,Female,40,Private,14,Sales,<=50K,<=50K,-0.2506027225310858,0.23108526121778747,1,0,0
2300,White,Male,30,Private,7,Adm-clerical,<=50K,<=50K,0.0638232827981307,-0.5392442693361148,0,0,0
47492,White,Male,20,Private,10,Craft-repair,<=50K,<=50K,-0.04915881116400128,-0.4014319453865521,0,0,0
24580,White,Female,60,Private,9,Adm-clerical,<=50K,<=50K,0.21876833402715354,-0.2523157644175611,0,0,0
43597,Non-White,Male,30,Local-gov,11,Protective-serv,<=50K,>50K,-0.4103220071176467,0.4399077235211504,1,0,1
15244,Non-White,Male,10,Unknown,8,Unknown,<=50K,<=50K,2.5620591190529156,0.1490719607592452,2,0,0
19481,Non-White,Male,20,Unknown,13,Unknown,<=50K,<=50K,1.9192239431407039,0.8080236542444292,2,0,0
23071,White,Female,20,Private,9,Sales,<=50K,<=50K,0.06345469791915911,-0.5163857001267439,0,0,0
24066,White,Male,40,Private,9,Craft-repair,<=50K,>50K,-0.2464416827166534,-0.21871712059122694,0,0,1
15662,White,Male,40,State-gov,6,Farming-fishing,<=50K,<=50K,-0.1520092344811304,0.3312772289908026,1,0,0
16735,White,Male,30,Unknown,10,Unknown,<=50K,<=50K,1.9098579801224884,0.7703612419946276,2,0,0
8276,White,Female,40,Private,9,Sales,<=50K,<=50K,-0.09553967423676198,-0.2772934084052492,0,0,0
7133,White,Male,40,Self-emp-not-inc,11,Exec-managerial,<=50K,>50K,-0.4615655670503713,0.5379511325689498,1,0,1
18318,White,Male,40,Private,10,Farming-fishing,<=50K,<=50K,-0.1746630490458017,0.002555289655306425,0,0,0
3071,White,Female,20,Private,9,Other-service,<=50K,<=50K,0.16452887718923315,-0.6917722503602569,0,0,0
16315,White,Male,40,Self-emp-not-inc,12,Prof-specialty,<=50K,<=50K,-0.4787150275280316,0.8104188524018836,1,0,0
10855,White,Male,20,Local-gov,9,Protective-serv,<=50K,<=50K,-0.24551690326651857,0.28067929518447526,1,0,0
5185,White,Male,20,Private,6,Farming-fishing,<=50K,<=50K,0.12706425645602443,-0.3641681929673463,0,0,0
15961,White,Male,20,Private,9,Adm-clerical,<=50K,<=50K,-0.026083412765282137,-0.5057946368014248,0,0,0
12579,Non-White,Male,50,Private,7,Machine-op-inspct,<=50K,<=50K,0.12398696627181133,-0.6570074508799449,0,0,0
30341,White,Female,20,Private,9,Other-service,<=50K,<=50K,0.16452887718923315,-0.6917722503602569,0,0,0
46610,White,Female,40,Private,12,Sales,<=50K,>50K,-0.1421899812855101,-0.12238321470018515,0,0,1
12044,White,Male,30,Local-gov,10,Craft-repair,<=50K,>50K,-0.2850791176836672,0.13407511666871022,1,0,1
42428,White,Male,60,Private,2,Transport-moving,<=50K,<=50K,0.15648016667354608,-0.23272032936512835,0,0,0
19093,White,Female,40,Private,14,Prof-specialty,<=50K,>50K,-0.4690602634718563,0.8932103343026729,1,0,1
44726,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379006448666,-0.49059990547951765,0,0,1
12411,White,Male,30,Private,9,Other-service,<=50K,<=50K,-0.08360880402581682,-0.49901071991399804,0,0,0
32814,White,Male,40,Self-emp-not-inc,4,Farming-fishing,<=50K,>50K,-0.15167936736628715,0.3907347366897966,1,0,1
30496,Non-White,Female,40,Private,9,Exec-managerial,<=50K,<=50K,-0.14492158032056762,-0.10706675944652111,0,0,0
24424,Non-White,Female,30,Private,9,Other-service,<=50K,<=50K,0.08615110434466174,-0.684977557918418,0,0,0
10859,White,Male,50,Private,9,Other-service,<=50K,<=50K,-0.07485166651899901,-0.40326677823444484,0,0,0
37119,White,Male,20,Local-gov,10,Exec-managerial,<=50K,<=50K,-0.21886657560274064,0.31394404232427137,1,0,0
4541,White,Female,40,Private,13,Sales,<=50K,>50K,-0.2384121350878829,0.0454483253160124,0,0,1
3681,White,Female,10,Private,10,Sales,<=50K,<=50K,0.4187886945061773,-0.6417420233541297,0,0,0
32357,White,Male,40,Private,10,Handlers-cleaners,<=50K,>50K,-0.119316737751509,-0.34796672029771225,0,0,1
4936,White,Male,50,Self-emp-not-inc,9,Sales,<=50K,>50K,-0.23638259314184132,0.07873709011528283,0,0,1
23300,White,Male,20,Private,13,Sales,<=50K,>50K,-0.19310309609169238,-0.11863070945278816,0,0,1
22767,White,Male,30,Private,9,Handlers-cleaners,<=50K,<=50K,-0.13306321304763827,-0.5256882054518119,0,0,0
3123,White,Male,40,Private,9,Sales,<=50K,>50K,-0.20922500739649258,-0.20228015145255498,0,0,1
48132,White,Female,30,Private,13,Sales,<=50K,>50K,-0.21387011098728118,-0.07589569291191771,0,0,1
6266,White,Female,30,Self-emp-not-inc,9,Other-service,<=50K,<=50K,-0.030380218218854543,-0.26740665875047753,0,0,0
11397,White,Male,50,Private,9,Protective-serv,<=50K,>50K,-0.26974415535067353,0.07641272179589541,0,0,1
16667,White,Male,20,Private,13,Craft-repair,<=50K,>50K,-0.2303197714118532,-0.1350676785914601,0,0,1
16132,White,Male,40,State-gov,9,Farming-fishing,<=50K,<=50K,-0.3330306672237664,0.40253095296579094,1,0,0
44257,White,Male,30,Private,9,Other-service,<=50K,<=50K,-0.08360880402581682,-0.49901071991399804,0,0,0
33194,White,Male,20,Private,6,Machine-op-inspct,<=50K,<=50K,0.15026999073346875,-0.6796019029480707,0,0,0
35949,Non-White,Male,40,Self-emp-inc,11,Exec-managerial,<=50K,>50K,-0.46416040974944167,0.5508224681708823,1,0,1
22556,White,Female,20,Private,10,Adm-clerical,<=50K,<=50K,0.12589041979117946,-0.5244304268279493,0,0,0
22688,White,Male,20,Private,7,Handlers-cleaners,<=50K,<=50K,0.2257481786264133,-0.7946343849736313,0,0,0
1211,White,Female,40,Self-emp-inc,12,Exec-managerial,<=50K,>50K,-0.36677262784265047,0.5892392500801417,1,0,1
12467,White,Male,30,Local-gov,9,Protective-serv,<=50K,>50K,-0.37996925132183795,0.3984275686780399,1,0,1
8135,White,Male,20,Private,4,Craft-repair,<=50K,<=50K,0.03428161786828158,-0.31986981646827667,0,0,0
3793,White,Male,30,Private,7,Craft-repair,<=50K,<=50K,0.0024593850026805347,-0.4912590448474118,0,0,0
2004,White,Male,20,Private,10,Sales,<=50K,<=50K,-0.011942135843840447,-0.3849949762478801,0,0,0
29171,White,Male,60,Unknown,7,Unknown,<=50K,<=50K,2.3615472860325144,0.7735297248831966,2,0,0
40004,White,Male,50,Private,9,Craft-repair,<=50K,>50K,-0.21314252110923385,-0.24431719713960387,0,0,1
10017,White,Female,20,Private,14,Exec-managerial,<=50K,>50K,-0.25313940688046627,0.3841267805584722,1,0,1
44464,Non-White,Female,30,Private,13,Exec-managerial,<=50K,>50K,-0.2632520170710868,0.09433095604681037,1,0,1
46490,White,Female,50,State-gov,8,Other-service,<=50K,<=50K,0.10167176573030134,-0.17640307456085202,0,0,0
22428,White,Female,30,Private,12,Sales,<=50K,<=50K,-0.1176479571849084,-0.24372723292811527,0,0,0
10196,White,Male,30,Private,9,Machine-op-inspct,<=50K,>50K,-0.16520379006448666,-0.49059990547951765,0,0,1
38516,White,Female,40,Private,13,Prof-specialty,<=50K,>50K,-0.4007951008179055,0.5966198173491721,1,0,1
29036,Non-White,Female,20,Private,10,Sales,<=50K,<=50K,0.15781777252663812,-0.5709618142523001,0,0,0
21878,White,Male,50,Private,4,Transport-moving,<=50K,<=50K,-0.06483671774394058,-0.13144532813913046,0,0,0
21521,White,Female,30,Local-gov,14,Prof-specialty,<=50K,>50K,-0.5459861978356012,1.1896251046364406,1,0,1
16111,Non-White,Female,10,State-gov,9,Adm-clerical,<=50K,<=50K,0.34064287401424975,-0.41714213472274586,0,0,0
39125,White,Male,30,Private,10,Adm-clerical,<=50K,<=50K,-0.12224726142387049,-0.3316688963816905,0,0,0
25058,White,Female,50,Private,9,Prof-specialty,<=50K,>50K,-0.22462347835936503,0.24827800707953365,1,0,1
1030,White,Male,20,Private,11,Tech-support,<=50K,>50K,-0.18519615512100582,-0.2277877688936006,0,0,1
43539,White,Male,30,Self-emp-not-inc,10,Craft-repair,<=50K,>50K,-0.24406790657208893,0.022933646223227275,0,0,1
6995,White,Male,30,Private,10,Sales,<=50K,<=50K,-0.14639448389915982,-0.2672467027543155,0,0,0
20463,Non-White,Male,30,Private,8,Craft-repair,<=50K,<=50K,0.01709213446549983,-0.6054908894812498,0,0,0
12961,White,Male,20,Private,8,Craft-repair,<=50K,<=50K,0.09546990731007123,-0.6122855819230888,0,0,0
1532,White,Female,40,Private,11,Prof-specialty,<=50K,>50K,-0.3443499709733413,0.42631181952274677,1,0,1
11417,White,Female,10,Private,10,Other-service,<=50K,<=50K,0.5198628737762513,-0.8171285735876427,0,0,0
41756,White,Male,20,Private,9,Exec-managerial,<=50K,<=50K,-0.15568711653512507,-0.16019221316359594,0,0,0
33390,White,Female,60,Unknown,11,Unknown,<=50K,<=50K,2.164446244566956,1.0021481098535931,2,0,0
27904,Non-White,Male,40,Private,3,Other-service,<=50K,<=50K,0.011733055930216191,-0.5107894515573768,0,0,0
42812,White,Male,30,Private,9,Craft-repair,<=50K,>50K,-0.22189965861605165,-0.34006113881915706,0,0,1
35510,White,Male,20,Unknown,13,Unknown,<=50K,<=50K,1.863149367929956,0.9189772352961549,2,0,0
18731,White,Male,60,Self-emp-not-inc,9,Sales,<=50K,<=50K,0.020479031039365353,0.19373700427872284,1,0,0
33834,White,Male,30,Local-gov,10,Protective-serv,<=50K,>50K,-0.34168075192510694,0.4548050356042095,1,0,1
41593,Non-White,Male,20,Self-emp-inc,13,Exec-managerial,<=50K,>50K,-0.3616111674380847,0.48203817427581297,1,0,1
35766,Non-White,Male,30,Private,7,Handlers-cleaners,<=50K,<=50K,0.1473704057818419,-0.7878396925317924,0,0,0
32292,White,Male,40,Private,9,Machine-op-inspct,<=50K,>50K,-0.1897458141650884,-0.36925588725158753,0,0,1
10221,White,Male,20,Private,10,Machine-op-inspct,<=50K,<=50K,0.007537057387563722,-0.5519707120469127,0,0,0
2158,Non-White,Male,50,State-gov,13,Prof-specialty,<=50K,>50K,-0.5451858159407023,0.9914325469384179,1,0,1
12559,White,Male,30,Private,9,Adm-clerical,<=50K,<=50K,-0.1605357608206015,-0.3880463633078601,0,0,0
40025,White,Male,40,Private,4,Machine-op-inspct,<=50K,<=50K,-0.06801688573607453,-0.2313162914071425,0,0,0
31969,White,Male,30,Self-emp-not-inc,7,Craft-repair,<=50K,<=50K,-0.057997362350087754,-0.18464172673119703,0,0,0
36712,White,Male,60,Self-emp-inc,9,Craft-repair,<=50K,<=50K,-0.07540706219061388,0.3011249517937092,1,0,0
18656,White,Male,10,Private,7,Craft-repair,<=50K,<=50K,0.453957230248287,-0.7907411084945318,0,0,0
7953,White,Female,20,Self-emp-not-inc,9,Other-service,<=50K,<=50K,0.10407212983646484,-0.3851549322440422,0,0,0
20076,White,Male,20,Private,9,Other-service,<=50K,<=50K,0.050843544029502565,-0.6167589934075627,0,0,0
12626,White,Male,30,Private,13,Adm-clerical,<=50K,>50K,-0.30340822167172243,-0.06530462958659852,0,0,1
33739,White,Male,10,Private,10,Sales,<=50K,<=50K,0.30510336134644667,-0.5667287664014355,0,0,0
22463,Non-White,Female,30,State-gov,10,Exec-managerial,<=50K,<=50K,-0.20217017560446862,0.28431981948837254,1,0,0
4617,White,Female,10,Local-gov,9,Adm-clerical,<=50K,<=50K,0.303179459120389,-0.3447828953459766,0,0,0
3231,White,Male,10,Unknown,9,Unknown,<=50K,<=50K,2.3230673259713637,0.414501711421338,2,0,0
977,White,Male,40,Private,9,Sales,<=50K,>50K,-0.20922500739649258,-0.20228015145255498,0,0,1
44656,White,Male,30,Federal-gov,9,Adm-clerical,<=50K,>50K,-0.2378325165432405,-0.16934765776552152,0,0,1
16953,White,Male,30,Private,10,Adm-clerical,<=50K,<=50K,-0.12224726142387049,-0.3316688963816905,0,0,0
29895,White,Male,60,Private,9,Protective-serv,<=50K,<=50K,-0.012882531169466884,0.19141263595933541,1,0,0
37270,White,Female,20,Private,9,Adm-clerical,<=50K,<=50K,0.08760192039444845,-0.5808078937541189,0,0,0
13913,White,Male,30,Private,10,Prof-specialty,<=50K,<=50K,-0.3087774496291824,0.2839247892788443,1,0,0
